1689.591752	0.70785
1689.591752	0.83325
3276.810644	0.74085
3276.810644	0.6864
5728.011713	0.83325
5728.011713	0.72435
5728.011713	0.7689
5728.011713	0.891
718.101859	0.627
718.101859	0.6105
727.2588368	0.5709
727.2588368	0.61545
371.2374732	0.73095
371.2374732	0.7722
497.5923963	0.6567
497.5923963	0.69465
504.423927	0.6798
504.423927	0.6897
377.4677925	0.70785
377.4677925	0.74415
379.1578503	0.7227
379.1578503	0.7227
384.7858015	0.7095
384.7858015	0.7128
733.0476214	0.74085
733.0476214	0.7524
974.4879094	0.69795
974.4879094	0.7161
974.4879094	0.70125
974.4879094	0.7689
1488.002641	0.60225
1488.002641	0.54615
1498.117454	0.5808
1498.117454	0.5709
750.0265247	0.792
750.0265247	0.8019
1285.391283	0.85635
1285.391283	0.8448
1711.319755	0.7458
1711.319755	0.7557
1720.181832	0.77715
1720.181832	0.8085
1298.462894	0.8118
1298.462894	0.8415
2620.391984	0.6237
2620.391984	0.69465
2641.771885	0.67485
2641.771885	0.6534
1330.378101	0.75405
1330.378101	0.7656
2677.07986	0.79035
2677.07986	0.71775
1332.958259	0.69795
1332.958259	0.66
284.8436439	0.6204
284.8436439	0.67155
142.5927965	0.75735
142.5927965	0.7458
294.2218639	0.6171
294.2218639	0.627
149.0895981	0.6897
149.0895981	0.69465
150.5235935	0.65835
150.5235935	0.6633
403.5595767	0.8118
403.5595767	0.8382
306.6119511	0.71445
306.6119511	0.69465
306.6119511	0.59895
306.6119511	0.65835
613.2239021	0.76725
613.2239021	0.7656
309.3001956	0.65835
309.3001956	0.6633
309.3001956	0.693
309.3001956	0.74415
419.1114553	0.84645
419.1114553	0.7557
628.6671829	0.60555
628.6671829	0.66
692.2507141	0.80025
692.2507141	0.79035
524.8452223	0.71115
524.8452223	0.8052
526.9417401	0.78705
526.9417401	0.8349
1063.667753	0.68475
1063.667753	0.5676
714.2144837	0.87945
714.2144837	0.79365
541.3661978	0.792
541.3661978	0.82995
1082.732396	0.69795
1082.732396	0.71115
	
106.1967068	0.8382
106.1967068	0.7953
167.7414178	0.61545
167.7414178	0.59565
167.7414178	0.68475
167.7414178	0.65835
169.5340636	0.64185
169.5340636	0.59895
171.3207972	0.60885
171.3207972	0.58245
85.94736548	0.91905
86.55070216	0.891
88.32169603	0.858
88.32169603	0.858
117.7075391	0.7986
117.7075391	0.7788
202.4833486	0.81675
202.4833486	0.85305
167.5357578	0.8514
167.5357578	0.81345
339.5963321	0.6105
339.5963321	0.5874
230.6460895	0.8481
230.6460895	0.88935
172.872603	0.858
172.872603	0.8151
174.3145675	0.87945
174.3145675	0.7161
175.7401534	0.86955
175.7401534	0.86955
175.7401534	0.86295
175.7401534	0.88275
351.4803068	0.73425
351.4803068	0.6699
351.4803068	0.74085
351.4803068	0.70125
177.1491447	0.8019
177.1491447	0.74415
338.9963059	0.8679
338.9963059	0.75075
259.2902662	0.79365
259.2902662	0.82005
259.2902662	0.96195
259.2902662	0.80025
353.5395981	0.8283
353.5395981	0.75405
272.6450682	0.9306
272.6450682	0.88605
545.2901364	0.83325
545.2901364	0.9768
545.2901364	0.73755
545.2901364	0.73755
556.446924	0.56925
556.446924	0.63195
287.4275282	0.86955
287.4275282	0.86955
298.1665591	0.8811
298.1665591	0.8382
849.920649	0.5841
849.920649	0.5973
849.920649	0.4488
849.920649	0.42405
1699.841298	0.60225
1699.841298	0.57915
1699.841298	0.5379
239.6686274	0.5544
239.6686274	0.51645
239.6686274	0.5313
239.6686274	0.5016
211.7721759	0.59565
479.3372548	0.561
479.3372548	0.49665
479.3372548	0.6633
479.3372548	0.68475
678.5913385	0.495
