800	0.26235
800	0.3498
800	0.3234
800	0.3498
800	0.3663
588	0.44385
600	0.4422
400	0.4521
400	0.50655
200	0.6039
200	0.67155
533	0.3102
533	0.3036
533	0.4257
533	0.3531
506	0.4488
513	0.5874
488	0.63525
488	0.61875
375	0.58245
375	0.528
366	0.59235
370	0.6138
267	0.594
267	0.6864
267	0.60885
263	0.63195
250	0.60555
250	0.58245
133	0.7128
133	0.80685
200	0.6534
200	0.76065
200	0.80025
100	0.6897
100	0.825
100	0.71445
100	0.8151
300	0.5247
300	0.59565
800	0.55275
800	0.4389
400	0.4422
400	0.5709
300	0.49995
800	0.297
800	0.30855
800	0.30855
800	0.3234
816	0.28545
800	0.3519945
800	0.5665
800	0.44385
800	0.4653
800	0.4719
800	0.43065
800	0.44055
800	0.3861
800	0.3927
800	0.39765
800	0.40755
800	0.42075
800	0.561
800	0.4917
800	0.4917
800	0.4323
800	0.2739
600	0.44715
600	0.4554
400	0.5082
400	0.46695
200	0.6699
200	0.59565
506	0.4455
385	0.53295
385	0.5643
375	0.5742
375	0.561
267	0.5577
267	0.6435
267	0.693
267	0.6963
256	0.4983
256	0.56265
133	0.726
133	0.6501
204	0.5808
100	0.59565
100	0.62865
100	0.6567
100	0.693
533	0.3597
533	0.32175
533	0.3597
533	0.50325
533	0.4257
500	0.51975
500	0.47685
500	0.5676
513	0.4356
494	0.5643
494	0.3465
513	0.34155
506	0.36135
506	0.46035
506	0.4719
506	0.495
506	0.495
506	0.5841
506	0.5676
506	0.61545
506	0.54615
506	0.4554
506	0.4719
506	0.6006
506	0.6567
400	0.41745
400	0.528
400	0.4521
400	0.42405
400	0.4488
400	0.5874
417	0.5478
400	0.50985
400	0.4785
400	0.5082
400	0.49005
400	0.4719
400	0.51315
400	0.4917
400	0.51315
400	0.47025
400	0.74415
400	0.68475
400	0.60225
400	0.4818
400	0.6534
400	0.5478
400	0.49665
400	0.49335
400	0.73755
400	0.67485
400	0.46035
400	0.44715
400	0.3762
400	0.5709
400	0.56925
400	0.6072
323	0.5808
300	0.5379
211	0.6072
800	0.5115
800	0.44055
400	0.5973
400	0.4917
375	0.5346
300	0.45045
249	0.42405
800	0.3531
249	0.41085
300	0.46365
