3310.7	0.7556165	0.44	0.068672048
75.8	0.673571729	0.45	0.091545033
3340.2	6.42E-01	0.46	6.46E-02
3502.2	7.35E-01	0.46	6.36E-02
2682.4	0.715725299	0.46	0.070563991
1006.4	0.788044944	0.46	0.045876321
189.3	5.82E-01	0.47	6.96E-02
8901.2	4.05E-01	0.47	1.21E-01
2971.6	0.898248892	0.48	0.018078066
210.1	0.739261332	0.48	0.047200729
4345	0.35898803	0.5	0.196989817
1068.6	5.78E-01	0.51	1.59E-01
1776.8	5.58E-01	0.51	1.29E-01
4584.6	0.457794325	0.51	0.175396258
83.3	6.35E-01	0.52	5.95E-02
2651.8	0.621720693	0.52	0.077825695
3082.7	0.395049505	0.52	0.199589547
2636.2	5.67E-01	0.53	1.08E-01
1055.7	0.463244195	0.53	0.134007645
4101.9	5.85E-01	0.54	7.97E-02
1366.8	0.436737574	0.54	0.141271612
2206.5	8.00E-01	0.55	4.60E-02
829.9	5.02E-01	0.55	1.47E-01
4689.5	0.454070941	0.55	0.109429989
296.5	0.859004575	0.56	0.05726822
338.5	6.25E-01	0.58	8.69E-02
1545.2	6.90E-01	0.58	5.31E-02
153.2	0.704369997	0.58	0.097533204
7802.5	3.85E-01	0.59	1.49E-01
1897.4	4.26E-01	0.6	1.25E-01
4801.6	8.97E-01	0.6	1.16E-02
4206	3.91E-01	0.6	1.84E-01
407.7	0.762402121	0.6	0.019883765
1841.9	0.438732186	0.6	0.165476036
2713.3	0.565536617	0.6	0.081940775
3490.4	0.375356657	0.61	0.195529221
2112.5	0.442985802	0.61	0.173438139
3158.4	5.00E-01	0.62	1.11E-01
4750.2	8.51E-01	0.62	3.17E-02
3929.1	0.40331525	0.62	0.145725844
1758.9	8.11E-01	0.63	4.23E-02
3119.6	8.30E-01	0.63	4.21E-02
1738.6	0.676237798	0.63	0.077324377
143.3	0.830353412	0.63	0.036280021
7241.2	4.58E-01	0.64	1.71E-01
1680.5	0.563581948	0.64	0.079400777
4417.2	3.58E-01	0.65	1.61E-01
1743.6	5.25E-01	0.65	1.30E-01
7737.8	9.18E-01	0.65	4.14E-02
964.3	0.587378451	0.65	0.072958345
3987.2	0.40393105	0.65	0.128259363
4333.6	0.453143768	0.65	0.116773853
3968.6	5.68E-01	0.66	9.52E-02
4782.2	0.452222893	0.66	0.171335725
2510.8	0.423774475	0.66	0.129386037
4086.2	0.604315927	0.67	0.072172589
269.3	0.607131092	0.67	0.066781349
834.5	0.867072421	0.67	0.029753193
240.3	5.86E-01	0.68	5.26E-02
6446.9	5.06E-01	0.68	8.70E-02
3995.1	5.28E-01	0.68	8.22E-02
4166	3.52E-01	0.69	1.82E-01
602.2	5.54E-01	0.7	1.22E-01
880.5	0.464977782	0.7	0.122395691
252.8	0.685405249	0.7	0.113202174
2433.9	4.83E-01	0.71	1.41E-01
3774.7	5.18E-01	0.71	7.68E-02
1412.6	5.06E-01	0.71	1.46E-01
3410.4	0.551346641	0.71	0.168490225
1184.7	6.06E-01	0.72	8.66E-02
722	0.78811835	0.72	0.020979908
467.3	0.699104536	0.73	0.085684246
4692	0.895079046	0.73	0.05263812
644.5	6.44E-01	0.74	4.75E-02
1362.6	5.79E-01	0.74	6.93E-02
168.3	5.09E-01	0.75	6.28E-02
5025.3	3.61E-01	0.75	1.93E-01
316.3	0.54271007	0.75	0.025154637
378.3	0.576360977	0.75	0.117064934
1126.3	0.55606659	0.75	0.076506052
2959.8	7.80E-01	0.76	4.80E-02
179	5.23E-01	0.76	8.73E-02
303	0.574538797	0.76	0.101523583
1819.5	0.641701824	0.77	0.093619115
3520.8	3.93E-01	0.78	1.35E-01
1221.3	5.24E-01	0.78	1.56E-01
798.2	0.599838421	0.78	0.118369602
2399.3	5.69E-01	0.79	7.41E-02
4139.4	4.65E-01	0.79	1.02E-01
9912	0.505630175	0.79	0.15469358
1566.9	0.825442077	0.79	0.013956807
7923.3	0.4592642	0.8	0.099033262
2553.1	0.560031676	0.8	0.077133973
458.4	0.627141177	0.8	0.085979075
364.3	0.749180559	0.8	0.051373212
10245.7	5.58E-01	0.81	8.86E-02
10789.8	0.330190518	0.81	0.18333199
4563	0.478415209	0.81	0.114448836
551	5.31E-01	0.82	1.14E-01
3338.2	0.549838767	0.82	0.078557027
3150.7	6.82E-01	0.83	7.20E-02
129.7	0.83861783	0.83	0.046760082
600.6	5.65E-01	0.84	5.67E-02
1089.7	0.761871303	0.84	0.035039214
4428	0.86835372	0.85	0.04024171
4190.4	4.78E-01	0.86	1.84E-01
1278.3	0.670044362	0.86	0.057857012
3812	0.590992992	0.86	0.072347447
1396.7	7.82E-01	0.87	2.66E-02
84	0.606759556	0.87	0.101310789
9303.4	0.404921905	0.87	0.203978622
3585	7.12E-01	0.88	5.45E-02
8447.4	4.85E-01	0.88	8.89E-02
9896.9	0.915232486	0.88	0.02868524
9133.9	0.361648542	0.89	0.150542571
5022.9	0.475858663	0.89	0.091777409
987.4	0.678465037	0.89	0.057198174
3727.7	4.61E-01	0.9	1.91E-01
3809.6	4.67E-01	0.9	1.95E-01
2351.9	6.86E-01	0.9	6.17E-02
2306.6	0.775610534	0.9	0.021029065
2350.4	0.891679846	0.9	0.011765834
637.6	6.98E-01	0.91	7.81E-02
1592.4	8.13E-01	0.91	1.64E-02
2966.1	8.12E-01	0.92	3.33E-02
7227.7	3.77E-01	0.92	1.75E-01
9259.8	0.344109806	0.92	0.185818851
793	5.57E-01	0.93	1.11E-01
3637.2	8.99E-01	0.93	1.79E-02
1507.4	0.690626506	0.93	0.064083069
109.7	0.664018481	0.93	0.034796742
1253.3	0.464203533	0.94	0.1129276
1835.3	0.510040789	0.94	0.08471529
2214.7	8.74E-01	0.95	1.92E-02
856.4	0.508133782	0.95	0.103686014
10652.8	0.792122515	0.95	0.078045635
5711.5	7.23E-01	0.96	6.67E-02
272.7	0.617415188	0.96	0.081860508
1684.2	0.864947234	0.96	0.042336458
224.1	0.502417452	0.97	0.05724828
2483.6	0.731420432	0.97	0.052696754
4664.2	0.865323833	0.98	0.026363641
256.8	5.38E-01	0.99	1.05E-01
2141.9	7.27E-01	1	4.33E-02
197.5	5.06E-01	1	8.50E-02
8382.9	0.423398618	1	0.170887471
132.8	0.704527427	1	0.090520185
