7684.8	0.383634009	0	0.141915425
234.5	0.695988216	0	0.085618746
9152	3.69E-01	0.01	1.84E-01
5905.5	5.85E-01	0.01	9.29E-02
11416.5	3.05E-01	0.01	2.94E-01
8661.3	0.593974045	0.01	0.088356797
174.9	6.89E-01	0.02	1.05E-01
549	9.15E-01	0.02	3.68E-02
1456.5	4.85E-01	0.02	1.53E-01
3561.1	9.03E-01	0.02	4.18E-02
9469.2	0.461567901	0.02	0.154853063
7999.5	0.370292491	0.02	0.180235911
4603.8	0.604172326	0.03	0.073868149
408.5	0.587184719	0.03	0.084055657
3463.4	0.525089593	0.03	0.095879029
2251.2	0.505156124	0.04	0.154282309
6790.3	4.16E-01	0.05	2.11E-01
5731.4	0.36920369	0.05	0.148854047
3564.2	0.772206518	0.06	0.051453929
4056.6	0.517551701	0.06	0.079606912
4107.3	0.704273069	0.07	0.082198746
858.7	6.89E-01	0.08	9.31E-02
7109.9	0.750684298	0.08	0.058660474
1863.3	0.430879125	0.09	0.136133558
2549	4.69E-01	0.1	9.73E-02
2166.6	0.410333622	0.1	0.146238019
5933.3	0.47889494	0.1	0.106714987
132.3	0.730539748	0.1	0.090354294
3248.1	0.955065654	0.1	0.020206825
1379.5	9.30E-01	0.11	1.51E-02
446.7	0.691050272	0.11	0.067308367
1528.3	4.47E-01	0.12	1.66E-01
2443.1	0.813238133	0.12	0.050669406
362	0.710319076	0.13	0.07636231
931.9	0.552796792	0.13	0.079071057
4172.1	0.44275049	0.13	0.181114572
3040	4.38E-01	0.14	1.81E-01
3380.6	4.61E-01	0.14	1.26E-01
234.7	0.657822329	0.14	0.114516703
4680	8.92E-01	0.15	5.45E-02
672.9	5.73E-01	0.15	1.22E-01
2093.1	5.67E-01	0.16	8.70E-02
1461.6	5.36E-01	0.16	1.40E-01
3171.6	4.72E-01	0.16	1.09E-01
593.2	9.08E-01	0.17	3.06E-02
6106.6	4.45E-01	0.17	1.72E-01
4816.8	0.356976131	0.17	0.179017086
1321	0.462088965	0.17	0.140875016
841.2	9.10E-01	0.18	2.08E-02
3253.9	0.541507425	0.18	0.135344934
9560.4	3.84E-01	0.19	1.31E-01
1377.9	0.558363099	0.19	0.122001493
692.7	0.537553391	0.19	0.138230177
1274.2	7.97E-01	0.2	5.10E-02
4688.3	4.11E-01	0.2	1.85E-01
10226.4	0.482360045	0.2	0.112015292
6217.5	0.391922875	0.2	0.163705568
1276.2	0.88853525	0.2	0.035203807
4930.3	0.580492939	0.21	0.071925593
1553.5	0.929236261	0.21	0.026167825
474.2	0.8704147	0.21	0.043306881
2832.9	8.83E-01	0.22	5.55E-02
7963.3	4.28E-01	0.22	1.20E-01
6995.3	0.939489982	0.22	0.037769772
3548.8	9.25E-01	0.23	3.37E-02
4493.9	4.35E-01	0.23	1.10E-01
6400.5	9.22E-01	0.23	1.01E-02
1500.1	0.567210442	0.23	0.117212395
784.2	0.546146313	0.24	0.085797475
2797.9	0.676018198	0.24	0.06291985
3512.2	0.400414363	0.24	0.157382618
4470	4.16E-01	0.25	1.77E-01
1864	0.934706444	0.25	0.018022165
809.6	6.04E-01	0.26	9.76E-02
692.1	0.843623438	0.26	0.021411836
3190.2	9.00E-01	0.27	3.20E-02
585.5	5.81E-01	0.27	1.23E-01
3435.7	9.00E-01	0.28	3.15E-02
9672.9	9.32E-01	0.28	3.68E-02
8815.5	0.40432654	0.28	0.157350942
4482.8	0.405936559	0.29	0.133704624
1665.1	0.889505021	0.29	0.030169129
4664.5	0.638119449	0.29	0.08474827
11206.8	0.324049126	0.29	0.282086385
467.4	5.84E-01	0.3	1.30E-01
9093.3	3.15E-01	0.3	2.15E-01
2214.5	9.18E-01	0.3	1.27E-02
184.4	0.715973236	0.31	0.064235571
8748.6	3.08E-01	0.32	2.19E-01
7498.9	6.56E-01	0.32	7.50E-02
2013.4	0.500730138	0.32	0.132887843
320.5	0.828839364	0.32	0.01021411
2247	0.61571747	0.33	0.068917162
4660.7	0.430574636	0.33	0.136387965
4129	5.10E-01	0.34	8.56E-02
4611.9	6.85E-01	0.34	9.15E-02
2885.9	0.798145865	0.34	0.045195653
1899.1	0.789589738	0.34	0.051436964
2029.6	0.479554141	0.35	0.092280868
133.8	0.832691161	0.35	0.049472163
4775.2	0.345559277	0.35	0.171951911
2799.7	0.928677538	0.36	0.024422954
761.7	0.878162561	0.36	0.010937034
1126.3	4.74E-01	0.37	1.39E-01
10065.5	0.479054469	0.37	0.116703839
5050.7	0.442163151	0.37	0.135895515
3101.9	3.83E-01	0.38	1.86E-01
1334.1	6.58E-01	0.38	6.63E-02
1050.4	7.12E-01	0.39	5.05E-02
11160.5	3.20E-01	0.39	2.97E-01
4455	9.13E-01	0.4	2.13E-02
343.7	7.72E-01	0.4	2.75E-02
196.7	0.642196094	0.4	0.118495269
140.2	7.20E-01	0.41	2.43E-02
1680.2	0.601757899	0.41	0.13103661
2054.6	0.608901412	0.41	0.107350501
1643.5	0.513416189	0.41	0.12048335
8064.1	4.99E-01	0.42	9.85E-02
468	6.56E-01	0.42	6.03E-02
2950.7	8.12E-01	0.42	5.46E-02
4293.4	0.46567526	0.42	0.153204006
2100.7	4.56E-01	0.43	1.50E-01
11206.4	9.22E-01	0.43	2.21E-02
9554.6	3.81E-01	0.43	2.18E-01
4612.7	0.932373942	0.43	0.016560628
4613.1	3.94E-01	0.44	1.45E-01
116.6	7.83E-01	0.44	3.91E-02
