20.3091969	0.79
20.3091969	0.78
57.51225979	0.59
57.51225979	0.58
57.51225979	0.66
57.51225979	0.65
105.4419389	0.65
202.7729595	0.5
202.7729595	0.48
202.7729595	0.73
202.7729595	0.68
122.0544694	0.54
235.5278201	0.44
383.3152156	0.44
383.3152156	0.4
383.3152156	0.57
383.3152156	0.55
383.3152156	0.57
383.3152156	0.39
533.4921804	0.55
533.4921804	0.53
236.3693556	0.62
464.6434826	0.69
464.6434826	0.66
464.6434826	0.54
464.6434826	0.54
464.6434826	0.63
720.6558612	0.53
720.6558612	0.49
344.669144	0.62
344.669144	0.67
344.669144	0.65
662.825277	0.67
662.825277	0.67
662.825277	0.54
662.825277	0.6
662.825277	0.54
1077.697956	0.68
1077.697956	0.62
454.1835277	0.65
454.1835277	0.59
2734.460424	0.37
2734.460424	0.36
450.1707267	0.51
997.0944003	0.63
997.0944003	0.56
519.6210918	0.65
519.6210918	0.66
519.6210918	0.65
1650.786356	0.49
1650.786356	0.48
555.7712982	0.67
670.4873801	0.47
1067.666803	0.71
1739.013863	0.51
1739.013863	0.42
1739.013863	0.39
1739.013863	0.38
2395.557329	0.63
904.0911308	0.5
904.0911308	0.51
2827.758284	0.42
2827.758284	0.39
2678.594297	0.56
2678.594297	0.55
856.8017102	0.54
856.8017102	0.58
856.8017102	0.57
1644.1993	0.48
1644.1993	0.45
1290.611971	0.53
1656.362107	0.6
1656.362107	0.62
1656.362107	0.59
1656.362107	0.6
1656.362107	0.53
1023.405834	0.48
863.437027	0.59
863.437027	0.63
863.437027	0.61
863.437027	0.64
863.437027	0.62
2702.136416	0.39
2702.136416	0.35
2702.136416	0.43
2702.136416	0.49
2702.136416	0.44
2702.136416	0.44
2702.136416	0.48
4304.013335	0.38
4304.013335	0.47
1293.283678	0.57
1293.283678	0.53
1293.283678	0.54
1293.283678	0.52
1293.283678	0.49
2487.083995	0.55
2487.083995	0.6
2487.083995	0.61
2487.083995	0.51
2487.083995	0.49
6466.418388	0.41
6466.418388	0.39
4039.959794	0.48
4039.959794	0.42
1221.415532	0.53
2342.209719	0.58
6123.622911	0.47
1514.600156	0.39
1586.121897	0.54
2934.167318	0.63
2934.167318	0.58
2934.167318	0.55
5642.629458	0.56
5642.629458	0.58
5642.629458	0.64
14670.83659	0.48
14670.83659	0.48
4154.749708	0.43
4154.749708	0.4
4154.749708	0.47
4154.749708	0.47
7989.903284	0.55
7989.903284	0.53
7989.903284	0.52
7989.903284	0.56
7989.903284	0.54
12960.97911	0.43
12960.97911	0.38
15552.69469	0.33
15552.69469	0.37
10191.57451	0.54
10191.57451	0.59
