1208.789474	0.79
1208.789474	0.78
1238.633509	0.59
1238.633509	0.58
1238.633509	0.66
1238.633509	0.65
758.76	0.65
1459.153846	0.5
1459.153846	0.48
1459.153846	0.73
1459.153846	0.68
548.96773	0.54
1052.820422	0.44
1712.998249	0.44
1712.998249	0.4
1712.998249	0.57
1712.998249	0.55
1712.998249	0.57
1712.998249	0.39
1527.427659	0.55
1527.427659	0.53
653.24	0.62
1266.384615	0.69
1266.384615	0.66
1266.384615	0.54
1266.384615	0.54
1266.384615	0.63
1679.555382	0.53
1679.555382	0.49
609.72	0.62
609.72	0.67
609.72	0.65
1172.538462	0.67
1172.538462	0.67
1172.538462	0.54
1172.538462	0.6
1172.538462	0.54
1906.25	0.68
1906.25	0.62
803.2631579	0.65
803.2631579	0.59
3257.075256	0.37
3257.075256	0.36
531.6934099	0.51
898.8415045	0.63
898.8415045	0.56
466.3793486	0.65
466.3793486	0.66
466.3793486	0.65
1464.683309	0.49
1464.683309	0.48
437.2850939	0.67
525.1413091	0.47
825.5664734	0.71
1344.360102	0.51
1344.360102	0.42
1344.360102	0.39
1344.360102	0.38
1441.78796	0.63
467.0962415	0.5
467.0962415	0.51
1454.662086	0.42
1454.662086	0.39
1289.439657	0.56
1289.439657	0.55
412.4128443	0.54
412.4128443	0.58
412.4128443	0.57
791.4139844	0.48
791.4139844	0.45
621.1844781	0.53
794.2440938	0.6
794.2440938	0.62
794.2440938	0.59
794.2440938	0.6
794.2440938	0.53
488.7407493	0.48
411.988695	0.59
411.988695	0.63
411.988695	0.61
411.988695	0.64
411.988695	0.62
1285.608517	0.39
1285.608517	0.35
1285.608517	0.43
1285.608517	0.49
1285.608517	0.44
1285.608517	0.44
1285.608517	0.48
2045.321064	0.38
2045.321064	0.47
407.5800869	0.57
407.5800869	0.53
407.5800869	0.54
407.5800869	0.52
407.5800869	0.49
783.8078593	0.55
783.8078593	0.6
783.8078593	0.61
783.8078593	0.51
783.8078593	0.49
2037.900434	0.41
2037.900434	0.39
1273.155683	0.48
1273.155683	0.42
376.0859654	0.53
721.1548978	0.58
1875.349144	0.47
455.2544337	0.39
476.7469848	0.54
351.9023058	0.63
351.9023058	0.58
351.9023058	0.55
676.7352035	0.56
676.7352035	0.58
676.7352035	0.64
1759.511529	0.48
1759.511529	0.48
398.6158708	0.43
398.6158708	0.4
398.6158708	0.47
398.6158708	0.47
766.5689822	0.55
766.5689822	0.53
766.5689822	0.52
766.5689822	0.56
766.5689822	0.54
1243.389886	0.43
1243.389886	0.38
1284.514664	0.33
1284.514664	0.37
745.049749	0.54
745.049749	0.59
